ep_0..11,canonical_id,sym_index,length,formula
0 1 2 3 7 4 6 5 10 11 8 9,C159,4,12,U' R2 D' B2 U' L2 U' L2 U' F2 D' R2
0 1 2 3 7 4 6 5 11 8 10 9,C153,4,12,L2 B2 U R2 U' B2 L2 F2 U' R2 U F2
0 1 2 3 7 4 6 5 11 9 8 10,C157,4,12,B2 U R2 U' L2 R2 U F2 U' L2 R2 B2
0 1 2 3 7 4 6 5 11 10 9 8,C434,4,13,U D2 L2 U' R2 D' R2 D' F2 D' F2 D' R2
0 1 2 3 7 5 4 6 8 9 10 11,C069,2,11,L2 U2 F2 L2 B2 D L2 F2 R2 U' L2
0 1 2 3 7 5 4 6 8 10 11 9,C155,2,12,L2 D L2 D' F2 B2 D B2 D' F2 B2 L2
0 1 2 3 7 5 4 6 8 11 9 10,C157,2,12,L2 U B2 U' F2 B2 U R2 U' F2 B2 L2
0 1 2 3 7 5 4 6 9 8 11 10,C434,2,13,U D2 F2 U' B2 D' B2 D' R2 D' R2 D' B2
0 1 2 3 7 5 4 6 9 10 8 11,C156,2,12,U' B2 U' F2 U' R2 U' R2 D' R2 D' B2
0 1 2 3 7 5 4 6 9 11 10 8,C158,2,12,U' B2 U' F2 D' F2 D' L2 U' F2 U' B2
0 1 2 3 7 5 4 6 10 8 9 11,C160,2,12,U' B2 U' F2 U' R2 D' F2 U' R2 D' B2
0 1 2 3 7 5 4 6 10 9 11 8,C152,2,12,F2 L2 D L2 D' L2 F2 R2 D' R2 D R2
0 1 2 3 7 5 4 6 10 11 8 9,C159,2,12,U' B2 D' L2 U' F2 U' F2 U' R2 D' B2
0 1 2 3 7 5 4 6 11 8 10 9,C161,2,12,U' B2 D' L2 U' F2 D' L2 U' F2 U' B2
0 1 2 3 7 5 4 6 11 9 8 10,C153,2,12,F2 L2 U B2 U' L2 F2 R2 U' B2 U R2
0 1 2 3 7 5 4 6 11 10 9 8,C154,2,12,B2 U' F2 L2 F2 U D L2 B2 L2 D' B2
0 1 2 3 7 5 6 4 8 9 11 10,C063,2,11,B2 U F2 D2 L2 B2 D2 F2 R2 U B2
0 1 2 3 7 5 6 4 8 10 9 11,C065,2,11,R2 U F2 L2 U2 R2 B2 D2 R2 U R2
0 1 2 3 7 5 6 4 8 11 10 9,C066,2,11,B2 D L2 D2 F2 R2 U2 R2 F2 D B2
0 1 2 3 7 5 6 4 9 8 10 11,C067,2,11,B2 U F2 U2 L2 B2 D2 B2 L2 U B2
0 1 2 3 7 5 6 4 9 10 11 8,C136,2,12,B2 U F2 U2 R2 F2 U' D' L2 F2 D B2
0 1 2 3 7 5 6 4 9 11 8 10,C139,2,12,R2 U F2 L2 U' D' F2 R2 D2 F2 D R2
0 1 2 3 7 5 6 4 10 8 11 9,C141,2,12,R2 U F2 R2 U' D' B2 R2 D2 B2 D R2
0 1 2 3 7 5 6 4 10 9 8 11,C064,2,11,B2 D L2 U2 F2 R2 U2 L2 B2 D B2
0 1 2 3 7 5 6 4 10 11 9 8,C138,2,12,B2 U B2 U D F2 R2 U2 L2 B2 D B2
0 1 2 3 7 5 6 4 11 8 9 10,C140,2,12,B2 U F2 D2 R2 F2 U' D' R2 B2 D B2
0 1 2 3 7 5 6 4 11 9 10 8,C062,2,11,R2 U F2 L2 D2 L2 F2 U2 R2 U R2
0 1 2 3 7 5 6 4 11 10 8 9,C137,2,12,B2 U F2 U D F2 L2 U2 R2 B2 D B2
0 1 2 3 7 6 4 5 8 9 11 10,C168,2,12,D2 F2 U' F2 B2 D' B2 D F2 B2 U F2
0 1 2 3 7 6 4 5 8 10 9 11,C170,2,12,L2 D F2 B2 U R2 U' F2 B2 D' L2 D2
0 1 2 3 7 6 4 5 8 11 10 9,C173,2,12,L2 U L2 R2 U F2 U' L2 R2 U' L2 D2
0 1 2 3 7 6 4 5 9 8 10 11,C175,2,12,D2 F2 D' L2 R2 U' B2 U L2 R2 D F2
0 1 2 3 7 6 4 5 9 10 11 8,C438,2,13,U2 L2 U L2 R2 U' D2 B2 U' L2 R2 U' R2
0 1 2 3 7 6 4 5 9 11 8 10,C174,2,12,L2 D F2 B2 U R2 D' L2 R2 U' L2 D2
0 1 2 3 7 6 4 5 10 8 11 9,C176,2,12,L2 U L2 R2 D R2 U' F2 B2 D' L2 D2
0 1 2 3 7 6 4 5 10 9 8 11,C169,2,12,U2 L2 U L2 R2 U F2 D' F2 B2 D' R2
0 1 2 3 7 6 4 5 10 11 9 8,C172,2,12,D2 F2 D' L2 R2 U' B2 D F2 B2 U F2
0 1 2 3 7 6 4 5 11 8 9 10,C439,2,13,U2 L2 U L2 R2 U F2 U D2 L2 R2 U' R2
0 1 2 3 7 6 4 5 11 9 10 8,C167,2,12,L2 U L2 R2 D R2 D' L2 R2 U' L2 D2
0 1 2 3 7 6 4 5 11 10 8 9,C171,2,12,D2 F2 U' F2 B2 D' B2 U L2 R2 D F2
0 1 2 3 7 6 5 4 8 9 10 11,C162,2,12,F2 U L2 U' F2 R2 F2 U' B2 U F2 R2
0 1 2 3 7 6 5 4 8 10 11 9,C165,2,12,F2 U L2 D' L2 F2 L2 U' R2 D F2 R2
0 1 2 3 7 6 5 4 8 11 9 10,C166,2,12,F2 D F2 U' R2 B2 R2 D' B2 U F2 R2
0 1 2 3 7 6 5 4 9 8 11 10,C437,2,13,F2 U L2 U2 D R2 B2 R2 D' B2 U F2 R2
0 1 2 3 7 6 5 4 9 10 8 11,C163,6,12,B2 U F2 D L2 B2 R2 D L2 F2 D' B2
0 1 2 3 7 6 5 4 9 11 10 8,C165,6,12,B2 U R2 D' R2 B2 R2 U' L2 D B2 L2
0 1 2 3 7 6 5 4 10 8 9 11,C164,6,12,B2 D R2 U L2 B2 R2 U B2 L2 U' B2
0 1 2 3 7 6 5 4 10 9 11 8,C163,2,12,F2 U B2 D R2 F2 L2 D R2 B2 D' F2
0 1 2 3 7 6 5 4 10 11 8 9,C436,2,13,F2 L2 F2 B2 R2 B2 U L2 R2 D F2 B2 D2
0 1 2 3 7 6 5 4 11 8 10 9,C166,6,12,B2 D B2 U' L2 F2 L2 D' F2 U B2 L2
0 1 2 3 7 6 5 4 11 9 8 10,C164,2,12,F2 D L2 U R2 F2 L2 U F2 R2 U' F2
0 1 2 3 7 6 5 4 11 10 9 8,C435,2,13,F2 U L2 D' L2 F2 L2 D' F2 U' D2 F2 R2
0 1 3 2 4 5 6 7 8 9 11 10,C063,3,11,B2 D F2 U2 R2 B2 U2 F2 L2 D B2
0 1 3 2 4 5 6 7 8 10 9 11,C062,3,11,L2 D F2 R2 U2 R2 F2 D2 L2 D L2
0 1 3 2 4 5 6 7 8 11 10 9,C064,3,11,B2 U R2 D2 F2 L2 D2 R2 B2 U B2
0 1 3 2 4 5 6 7 9 8 10 11,C067,3,11,B2 D F2 D2 R2 B2 U2 B2 R2 D B2
0 1 3 2 4 5 6 7 9 10 11 8,C140,3,12,B2 D F2 U2 L2 F2 D' U' L2 B2 U B2
0 1 3 2 4 5 6 7 9 11 8 10,C141,3,12,L2 D F2 L2 D' U' B2 L2 U2 B2 U L2
0 1 3 2 4 5 6 7 10 8 11 9,C139,3,12,L2 D F2 R2 D' U' F2 L2 U2 F2 U L2
0 1 3 2 4 5 6 7 10 9 8 11,C066,3,11,B2 U R2 U2 F2 L2 D2 L2 F2 U B2
0 1 3 2 4 5 6 7 10 11 9 8,C138,3,12,B2 D B2 D U F2 L2 D2 R2 B2 U B2
0 1 3 2 4 5 6 7 11 8 9 10,C136,3,12,B2 D F2 D2 L2 F2 D' U' R2 F2 U B2
0 1 3 2 4 5 6 7 11 9 10 8,C065,3,11,L2 D F2 R2 D2 L2 B2 U2 L2 D L2
0 1 3 2 4 5 6 7 11 10 8 9,C137,3,12,B2 D F2 D U F2 R2 D2 L2 B2 U B2
0 1 3 2 4 5 7 6 8 9 10 11,C071,0,11,L2 U R2 F2 L2 D2 F2 R2 B2 U L2
0 1 3 2 4 5 7 6 8 10 11 9,C178,0,12,U B2 U' R2 F2 L2 F2 R2 B2 D L2 D'
0 1 3 2 4 5 7 6 8 11 9 10,C178,3,12,D L2 D' F2 R2 B2 R2 F2 L2 U B2 U'
0 1 3 2 4 5 7 6 9 8 11 10,C179,0,12,L2 U R2 B2 R2 U' D' L2 B2 L2 D L2
0 1 3 2 4 5 7 6 9 10 8 11,C180,0,12,B2 U F2 B2 U' L2 B2 U F2 B2 U' L2
0 1 3 2 4 5 7 6 9 11 10 8,C181,0,12,L2 U F2 B2 U' B2 L2 D R2 L2 D' B2
0 1 3 2 4 5 7 6 10 8 9 11,C182,0,12,L2 U F2 B2 U' B2 L2 U F2 B2 U' B2
0 1 3 2 4 5 7 6 10 9 11 8,C182,3,12,B2 D R2 L2 D' L2 B2 D R2 L2 D' L2
0 1 3 2 4 5 7 6 10 11 8 9,C440,0,13,L2 U R2 F2 U2 D2 R2 U2 F2 R2 B2 U L2
0 1 3 2 4 5 7 6 11 8 10 9,C181,3,12,B2 D R2 L2 D' L2 B2 U F2 B2 U' L2
0 1 3 2 4 5 7 6 11 9 8 10,C180,3,12,L2 D R2 L2 D' B2 L2 D R2 L2 D' B2
0 1 3 2 4 5 7 6 11 10 9 8,C179,3,12,B2 D F2 L2 F2 D' U' B2 L2 B2 U B2
0 1 3 2 4 6 5 7 8 9 10 11,C031,0,10,L2 U' R2 F2 R2 B2 L2 B2 U L2
0 1 3 2 4 6 5 7 8 10 11 9,C183,0,12,U D' B2 U' R2 F2 L2 F2 R2 B2 D L2
0 1 3 2 4 6 5 7 8 11 9 10,C184,0,12,L2 D' R2 F2 U' D F2 R2 B2 L2 U L2
0 1 3 2 4 6 5 7 9 8 11 10,C185,0,12,L2 U' R2 F2 R2 U D' R2 B2 R2 D L2
0 1 3 2 4 6 5 7 9 10 8 11,C184,5,12,L2 U' R2 B2 D' U B2 R2 F2 L2 D L2
0 1 3 2 4 6 5 7 9 11 10 8,C186,0,12,L2 D' R2 U' D R2 F2 R2 B2 L2 U L2
0 1 3 2 4 6 5 7 10 8 9 11,C183,5,12,D U' F2 D' R2 B2 L2 B2 R2 F2 U L2
0 1 3 2 4 6 5 7 10 9 11 8,C187,0,12,F2 U R2 F2 D L2 F2 R2 D L2 D' F2
0 1 3 2 4 6 5 7 10 11 8 9,C441,0,13,L2 U D2 R2 F2 U2 D2 R2 F2 R2 B2 U L2
0 1 3 2 4 6 5 7 11 8 10 9,C187,5,12,B2 D R2 B2 U L2 B2 R2 U L2 U' B2
0 1 3 2 4 6 5 7 11 9 8 10,C186,5,12,L2 U' R2 D' U R2 B2 R2 F2 L2 D L2
0 1 3 2 4 6 5 7 11 10 9 8,C442,0,13,U2 D2 R2 U D2 R2 F2 R2 B2 L2 B2 U L2
0 1 3 2 4 6 7 5 8 9 11 10,C443,0,13,R2 F2 U2 R2 D R2 L2 U R2 L2 B2 L2 D2
0 1 3 2 4 6 7 5 8 10 9 11,C444,0,13,L2 U R2 D2 F2 L2 D2 F2 R2 B2 L2 U L2
0 1 3 2 4 6 7 5 8 11 10 9,C445,0,13,L2 U' F2 R2 B2 L2 U2 L2 D2 F2 L2 U' L2
0 1 3 2 4 6 7 5 9 8 10 11,C446,0,13,R2 B2 R2 L2 U2 L2 U' R2 L2 D' B2 R2 U2
0 1 3 2 4 6 7 5 9 10 11 8,C447,0,13,F2 U2 R2 U F2 B2 D R2 L2 B2 L2 D2 R2
0 1 3 2 4 6 7 5 9 11 8 10,C740,0,14,U2 R2 D2 F2 R2 L2 D F2 B2 U' B2 R2 U2 R2
0 1 3 2 4 6 7 5 10 8 11 9,C741,0,14,U2 R2 U F2 B2 D F2 L2 U R2 B2 L2 D' R2
0 1 3 2 4 6 7 5 10 9 8 11,C448,0,13,F2 U2 R2 D R2 L2 U R2 L2 B2 L2 D2 R2
0 1 3 2 4 6 7 5 10 11 9 8,C449,0,13,R2 B2 R2 L2 U2 L2 D' F2 B2 U' B2 R2 U2
0 1 3 2 4 6 7 5 11 8 9 10,C450,0,13,F2 L2 U2 R2 U F2 B2 D F2 L2 U2 F2 L2
0 1 3 2 4 6 7 5 11 9 10 8,C451,0,13,L2 U R2 U2 F2 L2 D2 F2 L2 F2 L2 U L2
0 1 3 2 4 6 7 5 11 10 8 9,C452,0,13,R2 F2 U2 R2 U F2 B2 D R2 L2 B2 L2 D2
0 1 3 2 4 7 5 6 8 9 11 10,C453,0,13,U2 R2 F2 R2 L2 U' R2 L2 D' L2 D2 F2 R2
0 1 3 2 4 7 5 6 8 10 9 11,C454,0,13,U2 R2 D2 R2 U R2 F2 R2 B2 L2 B2 U L2
0 1 3 2 4 7 5 6 8 11 10 9,C455,0,13,R2 U2 R2 B2 D R2 L2 U L2 U2 R2 L2 B2
0 1 3 2 4 7 5 6 9 8 10 11,C456,0,13,U2 R2 B2 D R2 L2 U L2 U2 R2 L2 B2 R2
0 1 3 2 4 7 5 6 9 10 11 8,C457,0,13,R2 U2 R2 B2 U F2 B2 D L2 U2 R2 L2 B2
0 1 3 2 4 7 5 6 9 11 8 10,C742,0,14,U R2 F2 L2 U' R2 D2 R2 D' R2 F2 R2 U R2
0 1 3 2 4 7 5 6 10 8 11 9,C743,0,14,U R2 F2 L2 U' R2 U2 L2 U' F2 L2 F2 D R2
0 1 3 2 4 7 5 6 10 9 8 11,C458,0,13,R2 U2 R2 F2 R2 L2 U' R2 L2 D' L2 D2 F2
0 1 3 2 4 7 5 6 10 11 9 8,C459,0,13,U2 R2 F2 R2 L2 D' F2 B2 U' L2 D2 F2 R2
0 1 3 2 4 7 5 6 11 8 9 10,C460,0,13,R2 U2 R2 F2 R2 L2 D' F2 B2 U' L2 D2 F2
0 1 3 2 4 7 5 6 11 9 10 8,C461,0,13,U2 R2 U2 L2 D R2 F2 L2 F2 R2 B2 D L2
0 1 3 2 4 7 5 6 11 10 8 9,C462,0,13,U2 R2 B2 U F2 B2 D L2 U2 R2 L2 B2 R2
0 1 3 2 4 7 6 5 8 9 10 11,C072,0,11,B2 U R2 F2 L2 D' R2 B2 L2 U2 B2
0 1 3 2 4 7 6 5 8 10 11 9,C463,0,13,U B2 U2 R2 B2 L2 U' B2 R2 F2 U L2 D'
0 1 3 2 4 7 6 5 8 11 9 10,C464,0,13,U2 F2 D F2 L2 B2 U' R2 B2 U2 B2 D2 R2
0 1 3 2 4 7 6 5 9 8 11 10,C465,0,13,U2 F2 U R2 B2 L2 D' R2 F2 L2 D2 B2 D2
0 1 3 2 4 7 6 5 9 10 8 11,C466,0,13,U2 F2 U R2 B2 L2 D' R2 F2 U2 F2 U2 L2
0 1 3 2 4 7 6 5 9 11 10 8,C188,0,12,B2 U F2 R2 U' F2 L2 B2 U' F2 D' B2
0 1 3 2 4 7 6 5 10 8 9 11,C467,0,13,U2 R2 D2 F2 U2 F2 R2 U B2 R2 F2 D' B2
0 1 3 2 4 7 6 5 10 9 11 8,C468,0,13,U D' R2 U F2 L2 B2 U' R2 B2 L2 U2 B2
0 1 3 2 4 7 6 5 10 11 8 9,C469,0,13,F2 U2 R2 U D2 B2 R2 F2 D' R2 B2 D2 F2
0 1 3 2 4 7 6 5 11 8 10 9,C189,0,12,B2 D R2 B2 D' F2 L2 B2 D' L2 U' B2
0 1 3 2 4 7 6 5 11 9 8 10,C470,0,13,U2 R2 U2 F2 D R2 F2 L2 U' R2 B2 D2 F2
0 1 3 2 4 7 6 5 11 10 9 8,C471,0,13,L2 U2 D R2 U2 F2 R2 B2 U2 R2 F2 D L2
0 1 3 2 5 4 6 7 8 9 10 11,C190,0,12,U R2 U R2 F2 R2 F2 R2 F2 U' R2 U'
0 1 3 2 5 4 6 7 8 10 11 9,C472,0,13,U D2 B2 U' R2 F2 L2 F2 R2 B2 D L2 D
0 1 3 2 5 4 6 7 8 11 9 10,C473,0,13,U' D2 L2 U R2 F2 L2 F2 R2 B2 D' B2 D'
0 1 3 2 5 4 6 7 9 8 11 10,C474,0,13,U2 F2 U R2 F2 R2 D2 B2 L2 B2 U B2 D2
0 1 3 2 5 4 6 7 9 10 8 11,C191,0,12,F2 U' F2 D' B2 R2 F2 D' R2 B2 D F2
0 1 3 2 5 4 6 7 9 11 10 8,C473,7,13,D' U2 F2 D B2 L2 F2 L2 B2 R2 U' R2 U'
0 1 3 2 5 4 6 7 10 8 9 11,C191,7,12,L2 D' L2 U' R2 B2 L2 U' B2 R2 U L2
0 1 3 2 5 4 6 7 10 9 11 8,C192,0,12,U R2 D R2 F2 L2 B2 L2 F2 U' B2 D'
0 1 3 2 5 4 6 7 10 11 8 9,C744,0,14,U R2 U R2 F2 R2 F2 U' D B2 R2 U' B2 D'
0 1 3 2 5 4 6 7 11 8 10 9,C472,7,13,D U2 R2 D' B2 L2 F2 L2 B2 R2 U F2 U
0 1 3 2 5 4 6 7 11 9 8 10,C192,7,12,D B2 U B2 L2 F2 R2 F2 L2 D' R2 U'
0 1 3 2 5 4 6 7 11 10 9 8,C474,7,13,D2 L2 D B2 L2 B2 U2 R2 F2 R2 D R2 U2
0 1 3 2 5 4 7 6 8 9 11 10,C745,0,14,B2 U B2 U2 F2 D' L2 F2 L2 D F2 L2 U B2
0 1 3 2 5 4 7 6 8 10 9 11,C746,0,14,L2 U R2 D B2 R2 B2 D' R2 B2 U2 L2 U L2
0 1 3 2 5 4 7 6 8 11 10 9,C747,0,14,L2 U B2 U2 F2 D' L2 F2 L2 D F2 L2 U L2
0 1 3 2 5 4 7 6 9 8 10 11,C748,0,14,B2 U' L2 U2 R2 D B2 R2 B2 U' B2 L2 D' B2
0 1 3 2 5 4 7 6 9 10 11 8,C749,0,14,L2 U' F2 U' F2 R2 F2 U F2 L2 U2 B2 U' L2
0 1 3 2 5 4 7 6 9 11 8 10,C750,0,14,L2 U R2 U R2 F2 R2 U' R2 B2 U2 L2 U L2
0 1 3 2 5 4 7 6 10 8 11 9,C751,0,14,L2 U R2 D B2 R2 B2 U' B2 L2 D2 B2 D L2
0 1 3 2 5 4 7 6 10 9 8 11,C752,0,14,L2 U' L2 U2 R2 D B2 R2 B2 U' B2 L2 D' L2
0 1 3 2 5 4 7 6 10 11 9 8,C753,0,14,B2 U B2 U2 F2 U' F2 R2 F2 U F2 L2 U B2
0 1 3 2 5 4 7 6 11 8 9 10,C754,0,14,L2 U B2 U2 F2 U' F2 R2 F2 U F2 L2 U L2
0 1 3 2 5 4 7 6 11 9 10 8,C755,0,14,L2 U B2 U2 F2 D' L2 F2 L2 U L2 B2 D L2
0 1 3 2 5 4 7 6 11 10 8 9,C756,0,14,B2 U' F2 U' F2 R2 F2 U F2 L2 U2 B2 U' B2
0 1 3 2 5 6 4 7 8 9 11 10,C475,0,13,B2 U2 F2 D' R2 F2 R2 F2 R2 F2 D' F2 U2
0 1 3 2 5 6 4 7 8 10 9 11,C476,0,13,F2 R2 F2 B2 D' F2 B2 U' F2 D2 L2 B2 D2
0 1 3 2 5 6 4 7 8 11 10 9,C757,0,14,R2 U2 F2 U2 B2 D F2 B2 U' F2 R2 F2 U2 F2
0 1 3 2 5 6 4 7 9 8 10 11,C477,0,13,B2 U2 F2 U' R2 F2 L2 B2 L2 F2 U' B2 D2
0 1 3 2 5 6 4 7 9 10 11 8,C758,0,14,R2 U2 F2 D2 F2 U R2 L2 D' F2 R2 F2 U2 F2
0 1 3 2 5 6 4 7 9 11 8 10,C478,0,13,F2 R2 F2 B2 U' R2 L2 D' F2 U2 R2 F2 U2
0 1 3 2 5 6 4 7 10 8 11 9,C479,0,13,F2 R2 F2 B2 U' R2 L2 D' F2 D2 L2 B2 D2
0 1 3 2 5 6 4 7 10 9 8 11,C759,0,14,U2 B2 U' R2 B2 L2 U R2 F2 U R2 L2 U B2
0 1 3 2 5 6 4 7 10 11 9 8,C760,0,14,U R2 U2 R2 U R2 L2 U R2 B2 D' R2 B2 R2
0 1 3 2 5 6 4 7 11 8 9 10,C761,0,14,R2 U2 F2 U2 B2 U R2 L2 D' B2 L2 B2 D2 F2
0 1 3 2 5 6 4 7 11 9 10 8,C480,0,13,F2 R2 F2 B2 D' F2 B2 U' F2 U2 R2 F2 U2
0 1 3 2 5 6 4 7 11 10 8 9,C762,0,14,U R2 D2 L2 D F2 B2 D R2 B2 D' R2 B2 R2
0 1 3 2 5 6 7 4 8 9 10 11,C193,0,12,L2 U R2 D' B2 R2 B2 D' R2 B2 U' L2
0 1 3 2 5 6 7 4 8 10 11 9,C763,0,14,U R2 D' R2 B2 U' B2 L2 B2 D' L2 D B2 D'
0 1 3 2 5 6 7 4 8 11 9 10,C481,0,13,L2 U2 D' F2 D' R2 F2 R2 U' R2 B2 U' L2
0 1 3 2 5 6 7 4 9 8 11 10,C482,0,13,L2 U R2 U' L2 B2 L2 U' L2 F2 U D2 L2
0 1 3 2 5 6 7 4 9 10 8 11,C483,0,13,L2 D B2 U2 D R2 F2 R2 U' R2 B2 U' L2
0 1 3 2 5 6 7 4 9 11 10 8,C194,0,12,L2 U R2 U' L2 B2 L2 D' B2 L2 D' L2
0 1 3 2 5 6 7 4 10 8 9 11,C195,0,12,L2 U R2 D' B2 R2 B2 U' B2 L2 D' L2
0 1 3 2 5 6 7 4 10 9 11 8,C484,0,13,L2 U2 D' F2 U' B2 R2 B2 D' R2 B2 U' L2
0 1 3 2 5 6 7 4 10 11 8 9,C485,0,13,L2 U R2 U D2 R2 F2 R2 U' R2 B2 U' L2
0 1 3 2 5 6 7 4 11 8 10 9,C486,0,13,L2 D B2 U D2 B2 R2 B2 D' R2 B2 U' L2
0 1 3 2 5 6 7 4 11 9 8 10,C196,0,12,B2 D' B2 L2 U' L2 F2 L2 D' F2 U B2
0 1 3 2 5 6 7 4 11 10 9 8,C487,0,13,L2 D B2 U D2 B2 R2 B2 U' B2 L2 D' L2
0 1 3 2 5 7 4 6 8 9 10 11,C197,0,12,R2 B2 R2 D R2 U R2 F2 L2 D F2 D
0 1 3 2 5 7 4 6 8 10 11 9,C488,0,13,R2 B2 R2 U' D2 R2 U F2 R2 B2 U R2 D
0 1 3 2 5 7 4 6 8 11 9 10,C198,0,12,R2 B2 R2 U F2 D R2 F2 L2 D F2 D
0 1 3 2 5 7 4 6 9 8 11 10,C489,0,13,U L2 U B2 L2 F2 U2 D' B2 U F2 L2 F2
0 1 3 2 5 7 4 6 9 10 8 11,C199,0,12,U L2 D L2 F2 R2 D R2 D F2 L2 F2
0 1 3 2 5 7 4 6 9 11 10 8,C200,0,12,U F2 D R2 F2 L2 D F2 D F2 L2 F2
0 1 3 2 5 7 4 6 10 8 9 11,C201,0,12,R2 B2 R2 U L2 D L2 F2 R2 D R2 D
0 1 3 2 5 7 4 6 10 9 11 8,C202,0,12,R2 B2 R2 D F2 D F2 R2 B2 D B2 U
0 1 3 2 5 7 4 6 10 11 8 9,C490,0,13,U F2 U F2 L2 B2 D L2 U' D2 F2 L2 F2
0 1 3 2 5 7 4 6 11 8 10 9,C491,0,13,U' D2 R2 U F2 R2 B2 U R2 D F2 L2 F2
0 1 3 2 5 7 4 6 11 9 8 10,C203,0,12,D F2 D F2 R2 B2 D B2 U F2 L2 F2
0 1 3 2 5 7 4 6 11 10 9 8,C492,0,13,U F2 U F2 L2 B2 U2 D' R2 U F2 L2 F2
0 1 3 2 5 7 6 4 8 9 11 10,C493,0,13,U2 R2 B2 R2 L2 D2 R2 D R2 L2 U B2 R2
0 1 3 2 5 7 6 4 8 10 9 11,C494,0,13,U2 R2 D' R2 F2 R2 F2 R2 F2 D' R2 U2 L2
0 1 3 2 5 7 6 4 8 11 10 9,C764,0,14,U2 R2 B2 R2 L2 U' D' B2 U R2 L2 U B2 R2
0 1 3 2 5 7 6 4 9 8 10 11,C495,0,13,U2 R2 F2 U2 R2 U' R2 L2 D' R2 L2 F2 R2
0 1 3 2 5 7 6 4 9 10 11 8,C765,0,14,U2 R2 U' R2 F2 L2 B2 L2 F2 D' B2 U' D' L2
0 1 3 2 5 7 6 4 9 11 8 10,C766,0,14,U2 R2 D2 L2 U2 F2 R2 L2 U' F2 B2 D B2 R2
0 1 3 2 5 7 6 4 10 8 11 9,C767,0,14,U2 R2 U2 R2 D2 F2 R2 L2 U' F2 B2 D B2 R2
0 1 3 2 5 7 6 4 10 9 8 11,C768,0,14,U2 R2 F2 U D B2 D' R2 L2 D' R2 L2 F2 R2
0 1 3 2 5 7 6 4 10 11 9 8,C496,0,13,U2 R2 F2 U2 R2 D' F2 B2 U' R2 L2 F2 R2
0 1 3 2 5 7 6 4 11 8 9 10,C769,0,14,U2 R2 F2 U' D' F2 U' F2 B2 U' R2 L2 F2 R2
0 1 3 2 5 7 6 4 11 9 10 8,C497,0,13,U2 R2 U' R2 F2 L2 B2 L2 F2 U' L2 D2 L2
0 1 3 2 5 7 6 4 11 10 8 9,C498,0,13,U2 R2 B2 R2 L2 D2 R2 U F2 B2 D B2 R2
0 1 3 2 6 4 5 7 8 9 11 10,C499,0,13,U2 F2 D R2 F2 R2 F2 R2 F2 D F2 U2 B2
0 1 3 2 6 4 5 7 8 10 9 11,C500,0,13,U2 F2 L2 F2 B2 D2 F2 D' F2 B2 U' L2 F2
0 1 3 2 6 4 5 7 8 11 10 9,C770,0,14,U2 F2 L2 F2 B2 U D L2 U' F2 B2 U' L2 F2
0 1 3 2 6 4 5 7 9 8 10 11,C501,0,13,U2 F2 U R2 F2 R2 B2 L2 B2 U B2 D2 B2
0 1 3 2 6 4 5 7 9 10 11 8,C771,0,14,U2 R2 F2 U R2 B2 L2 U' R2 D' R2 L2 D' F2
0 1 3 2 6 4 5 7 9 11 8 10,C502,0,13,U2 F2 L2 F2 B2 D2 F2 U' R2 L2 D' L2 F2
0 1 3 2 6 4 5 7 10 8 11 9,C503,0,13,U2 F2 R2 U2 F2 D R2 L2 U F2 B2 R2 F2
0 1 3 2 6 4 5 7 10 9 8 11,C772,0,14,U2 F2 R2 U' D' L2 D F2 B2 D F2 B2 R2 F2
0 1 3 2 6 4 5 7 10 11 9 8,C773,0,14,U F2 L2 B2 D' F2 R2 D2 F2 U' R2 L2 D' F2
0 1 3 2 6 4 5 7 11 8 9 10,C774,0,14,U2 F2 U R2 F2 R2 B2 L2 B2 D L2 U D B2
0 1 3 2 6 4 5 7 11 9 10 8,C504,0,13,U2 F2 R2 U2 F2 U F2 B2 D F2 B2 R2 F2
0 1 3 2 6 4 5 7 11 10 8 9,C775,0,14,U F2 D' R2 L2 U' F2 D2 L2 F2 D' B2 R2 F2
0 1 3 2 6 4 7 5 8 9 10 11,C204,0,12,F2 L2 F2 D' R2 U' B2 R2 F2 D' F2 D'
0 1 3 2 6 4 7 5 8 10 11 9,C205,0,12,F2 L2 F2 U' R2 D' F2 R2 B2 D' R2 D'
0 1 3 2 6 4 7 5 8 11 9 10,C505,0,13,F2 L2 F2 U D2 F2 U' R2 F2 L2 U' F2 D'
0 1 3 2 6 4 7 5 9 8 11 10,C506,0,13,U' R2 U D2 L2 F2 R2 D' F2 U' R2 B2 R2
0 1 3 2 6 4 7 5 9 10 8 11,C206,0,12,D' R2 D' R2 F2 L2 D' L2 U' R2 B2 R2
0 1 3 2 6 4 7 5 9 11 10 8,C507,0,13,U D2 F2 U' R2 F2 L2 U' F2 D' R2 B2 R2
0 1 3 2 6 4 7 5 10 8 9 11,C207,0,12,F2 L2 F2 D' R2 D' R2 F2 L2 D' L2 U'
0 1 3 2 6 4 7 5 10 9 11 8,C208,0,12,F2 L2 F2 U' B2 D' B2 R2 F2 D' F2 D'
0 1 3 2 6 4 7 5 10 11 8 9,C508,0,13,U D2 F2 U' R2 F2 L2 D' L2 U' R2 B2 R2
0 1 3 2 6 4 7 5 11 8 10 9,C209,0,12,U' R2 D' F2 R2 B2 D' R2 D' R2 B2 R2
0 1 3 2 6 4 7 5 11 9 8 10,C210,0,12,U' B2 D' B2 R2 F2 D' F2 D' R2 B2 R2
